latitud;longitud;timestamp;day;month;year;hour;minute;voltage_V_A;current_A_A;power_W_A;pf_A;freq_Hz_A;energy_Wh_A;voltage_V_B;current_A_B;power_W_B;pf_B;freq_Hz_B;energy_Wh_B;voltage_V_C;current_A_C;power_W_C;pf_C;freq_Hz_C;energy_Wh_C;voltage_V_D;current_A_D;power_W_D;pf_D;freq_Hz_D;energy_Wh_D
25,657228;-100,291879;31/5/2026 15:17;31;5;2026;15;17;121;2,624;311,2;0,97;59,12;250140;0;1,386;126,3;0,75;59,12;169240;121,2;3,583;395,3;0,9;59,24;220100;0;0;0;1;59,24;0
25,657228;-100,291879;31/5/2026 16:29;31;5;2026;16;29;120;2,59;304,5;0,97;59,09;250520;0;0,993;61,1;0,51;59,09;169390;120;3,244;361,1;0,92;59,18;220580;0;0;0;1;59,18;0
25,657228;-100,291879;31/5/2026 17:42;31;5;2026;17;42;120;2,179;251,4;0,95;59,12;250850;0;0,798;35,6;0,37;59,12;169440;120,1;3,368;334,9;0,82;59,23;221000;0;0;0;1;59,23;0
25,657228;-100,291879;31/5/2026 22:08;31;5;2026;22;8;118,5;4,75;559,2;0,99;59,1;251820;0;4,472;500;0,94;59,1;169820;118,3;5,047;527,9;0,88;59,21;222800;0;0;0;1;59,21;0
25,657228;-100,291879;1/6/2026 3:37;1;6;2026;3;37;120,3;8,665;1021,6;0,97;59,07;255490;0;7,964;913;0,95;59,07;172870;120,2;2,997;319,9;0,88;59,2;224670;0;0;0;1;59,2;0
25,657228;-100,291879;1/6/2026 9:42;1;6;2026;9;42;119,9;5,227;598,6;0,95;59,07;259320;0;4,026;425;0,88;59,07;175850;119,7;2,574;205,1;0,66;59,21;226330;0;0;0;1;59,21;0
25,657228;-100,291879;1/6/2026 14:17;1;6;2026;14;17;114,1;3,386;383,8;0,99;59,06;261190;0;0,68;20,4;0,26;59,06;176830;114;2,208;157,7;0,62;59,2;227450;0;0;0;1;59,2;0
25,657228;-100,291879;1/6/2026 16:39;1;6;2026;16;39;115,7;2,615;293,9;0,97;59,1;261920;0;0,793;34,2;0,37;59,1;176980;115,7;3,366;310,6;0,79;59,21;228080;0;0;0;1;59,21;0
25,657228;-100,291879;1/6/2026 17:58;1;6;2026;17;58;118,4;1,842;215,2;0,98;59,07;262280;0;0,688;23,3;0,28;59,07;177030;118,2;12,206;1289,2;0,89;59,2;228560;0;0;0;1;59,2;0
25,657228;-100,291879;1/6/2026 22:49;1;6;2026;22;49;117,9;6,526;766,1;0,99;59,12;264000;0;5,558;637,9;0,97;59,12;177940;117,8;4,798;505,6;0,89;59,24;230480;0;0;0;1;59,24;0
25,657228;-100,291879;2/6/2026 3:07;2;6;2026;3;7;121,1;7,422;876,1;0,97;59,02;267400;0;6,742;763,9;0,93;59,02;180840;121,1;3,115;334,5;0,88;59,16;232030;0;0;0;1;59,16;0
25,657228;-100,291879;2/6/2026 6:53;2;6;2026;6;53;122,7;5,108;598,5;0,95;59,09;270140;0;4,095;437,1;0,86;59,09;183050;122,3;2,753;286,5;0,84;59,2;233120;0;0;0;1;59,2;0
25,657228;-100,291879;2/6/2026 11:24;2;6;2026;11;24;120,4;2,074;243,9;0,97;59,07;271980;0;1,097;65,7;0,49;59,07;184130;120,3;4,368;446,8;0,84;59,21;234600;0;0;0;1;59,21;0
25,657228;-100,291879;2/6/2026 14:29;2;6;2026;14;29;115;2,74;309,3;0,98;59,12;272820;0;0,88;63,5;0,62;59,12;184260;114,8;2,663;240,6;0,78;59,24;235680;0;0;0;1;59,24;0
25,657228;-100,291879;2/6/2026 16:38;2;6;2026;16;38;115,7;2,691;305,3;0,97;59,09;273460;0;0,689;22,5;0,28;59,09;184330;115,7;2,686;245,8;0,78;59,24;236210;0;0;0;1;59,24;0
25,657228;-100,291879;2/6/2026 18:16;2;6;2026;18;16;119,7;2,695;316,6;0,97;59,07;273950;0;0,712;24;0,28;59,07;184400;119,6;2,487;206,6;0,69;59,18;236570;0;0;0;1;59,18;0
25,657228;-100,291879;2/6/2026 23:21;2;6;2026;23;21;119,9;8,252;967,5;0,97;59,09;276150;0;7,523;853,3;0,94;59,09;185740;119,6;3,216;343,9;0,89;59,23;238300;0;0;0;1;59,23;0
25,657228;-100,291879;3/6/2026 4:24;3;6;2026;4;24;124,3;6,815;822,9;0,96;59,04;279930;0;5,795;669,7;0,92;59,04;188900;124;2,809;314,8;0,9;59,16;240000;0;0;0;1;59,16;0
25,657228;-100,291879;3/6/2026 9:20;3;6;2026;9;20;121,6;1,954;231,4;0,97;59,07;281980;0;0,692;21,5;0,25;59,07;190170;121,2;2,905;300,2;0,85;59,23;241240;0;0;0;1;59,23;0
25,657228;-100,291879;3/6/2026 13:35;3;6;2026;13;35;117,1;2,102;240,6;0,97;59,07;282880;0;0,634;18;0,24;59,07;190260;116,9;2,447;225,3;0,78;59,18;241940;0;0;0;1;59,18;0
25,657228;-100,291879;3/6/2026 16:15;3;6;2026;16;15;116,5;1,732;198,4;0,98;59,1;283660;0;1,632;149,3;0,78;59,1;190420;116,4;3,311;328,4;0,85;59,24;242530;0;0;0;1;59,24;0
25,657228;-100,291879;3/6/2026 18:07;3;6;2026;18;7;120;1,699;200,6;0,98;59,1;284050;0;1,125;91,8;0,67;59,1;190520;119,8;0,634;41,8;0,54;59,23;242850;0;0;0;1;59,23;0
25,657228;-100,291879;3/6/2026 23:13;3;6;2026;23;13;120;7,32;854,3;0,97;59,06;286690;0;6,294;708;0,93;59,06;192380;120;2,615;259,1;0,82;59,18;244180;0;0,244;6,7;0,23;59,18;0
25,657228;-100,291879;4/6/2026 3:05;4;6;2026;3;5;124,3;2,709;324,4;0,96;59,06;289320;0;1,531;161,6;0,84;59,06;194440;124;2,692;285,4;0,85;59,2;245200;0;0;0;1;59,2;0
25,657228;-100,291879;4/6/2026 6:23;4;6;2026;6;23;123,7;2,371;285,9;0,97;59,04;290740;0;1,294;135,4;0,84;59,04;195370;123,6;1,504;175,9;0,94;59,2;245990;0;0;0;1;59,2;0
25,657228;-100,291879;4/6/2026 10:04;4;6;2026;10;4;121;1,68;199,9;0,98;59,06;291940;0;0,818;37,1;0,37;59,06;195920;121,2;2,278;196,7;0,71;59,21;246840;0;0;0;1;59,21;0
25,657228;-100,291879;4/6/2026 12:32;4;6;2026;12;32;119,7;1,836;214,9;0,97;59,07;292480;0;0,65;17,9;0,23;59,07;195970;119,6;2,287;195,9;0,71;59,21;247300;0;0;0;1;59,21;0
25,657228;-100,291879;4/6/2026 14:37;4;6;2026;14;37;117,4;1,691;194,9;0,98;59,09;292940;0;1,107;84,5;0,65;59,09;196120;117,2;1,923;133,4;0,59;59,21;247720;0;0;0;1;59,21;0
25,657228;-100,291879;4/6/2026 16:11;4;6;2026;16;11;119,2;5,085;600,9;0,98;59,06;293380;0;3,865;442,3;0,95;59,06;196440;118,9;1,826;130,4;0,59;59,18;248040;0;0;0;1;59,18;0
25,657228;-100,291879;4/6/2026 17:40;4;6;2026;17;40;120,1;1,697;200,3;0,98;59,1;293770;0;1,001;85,1;0,7;59,1;196620;120,1;2,963;306,4;0,85;59,21;248320;0;0;0;1;59,21;0
25,657228;-100,291879;4/6/2026 21:50;4;6;2026;21;50;121,8;1,648;197;0,97;59,06;294590;0;2,049;174;0,69;59,06;197240;121,6;3,089;283,6;0,75;59,18;249210;0;0,617;40,8;0,54;59,18;0
25,657228;-100,291879;5/6/2026 2:08;5;6;2026;2;8;123,9;5,439;650,2;0,96;58,99;296880;0;4,921;555,4;0,91;58,99;199310;123,6;1,908;230,5;0,97;59,15;250730;0;0;0;1;59,15;0
25,657228;-100,291879;5/6/2026 5:38;5;6;2026;5;38;125,3;1,894;234,8;0,98;59,01;298280;0;0,889;75,9;0,68;59,01;200210;125,1;2,25;247,6;0,87;59,16;251630;0;0;0;1;59,16;0
25,657228;-100,291879;5/6/2026 8:09;5;6;2026;8;9;123,6;1,634;200,1;0,98;59,01;299000;0;0,623;28,2;0,36;59,01;200550;123,5;2,643;266,3;0,81;59,15;252280;0;0;0;1;59,15;0
25,657228;-100,291879;5/6/2026 10:43;5;6;2026;10;43;122,9;1,578;192,3;0,99;59,04;299720;0;0,964;87,7;0,73;59,04;200930;122,5;3,247;359,7;0,9;59,16;253080;0;0;0;1;59,16;0
25,657228;-100,291879;5/6/2026 12:57;5;6;2026;12;57;119,6;1,611;189,5;0,98;59,07;300190;0;1,165;76;0,54;59,07;201170;119,6;8,927;1047,9;0,97;59,18;254140;0;6,788;785;0,96;59,18;0
25,657228;-100,291879;5/6/2026 14:50;5;6;2026;14;50;118,4;2,555;291,4;0,96;59,07;300570;0;1,007;74,1;0,62;59,07;201240;118,4;5,937;664;0,94;59,23;255520;0;2,403;261,9;0,91;59,23;0
25,657228;-100,291879;5/6/2026 16:15;5;6;2026;16;15;117,8;4,028;463,3;0,97;59,09;301230;0;2,607;278,8;0,9;59,09;201670;117,9;6,018;694,3;0,97;59,21;256540;0;4,502;506,6;0,95;59,21;0
25,657228;-100,291879;5/6/2026 17:40;5;6;2026;17;40;119,8;1,589;186,9;0,98;59,09;301750;0;0,683;21,4;0,26;59,09;201920;119,9;3,093;355,4;0,95;59,16;257250;0;0;0;1;59,16;0
25,657228;-100,291879;5/6/2026 21:33;5;6;2026;21;33;121,4;1,783;211,5;0,97;59,06;302930;0;1,079;66,8;0,5;59,06;202500;121,3;2,539;257,5;0,83;59,2;258260;0;0,637;42,3;0,54;59,2;0
25,657228;-100,291879;6/6/2026 0:43;6;6;2026;0;43;122,3;3,064;361,6;0,96;59,04;303860;0;2,195;232,1;0,86;59,04;203100;122,2;3,555;400;0,91;59,2;259240;0;0;0;1;59,2;0
25,657228;-100,291879;6/6/2026 3:26;6;6;2026;3;26;123,9;5,78;691,8;0,96;59,02;305320;0;5,244;596,8;0,91;59,02;204290;123,8;5,681;670,1;0,95;59,18;261250;0;2,607;301,1;0,93;59,18;0
25,657228;-100,291879;6/6/2026 5:08;6;6;2026;5;8;124,8;5,534;667,3;0,96;59,09;306200;0;4,623;526,5;0,91;59,09;204960;124,5;4,1;497,8;0,97;59,21;262310;0;1,879;215,5;0,92;59,21;0
25,657228;-100,291879;6/6/2026 6:46;6;6;2026;6;46;125,4;1,572;195,5;0,99;59,02;306900;0;0,836;56,1;0,53;59,02;205430;125,3;3,328;381,4;0,91;59,18;263120;0;1,454;161,9;0,88;59,18;0
25,657228;-100,291879;6/6/2026 8:41;6;6;2026;8;41;123,6;1,664;204,7;0,99;59,06;307490;0;0,831;55,7;0,54;59,06;205750;123,4;4,339;465,3;0,86;59,21;263740;0;1,128;119,2;0,85;59,21;0
25,657228;-100,291879;6/6/2026 10:06;6;6;2026;10;6;123,1;1,598;195,1;0,98;59,06;307920;0;0,94;82,4;0,71;59,06;205980;123;4,91;539,1;0,89;59,18;264700;0;1,841;206,4;0,91;59,18;0
25,657228;-100,291879;6/6/2026 11:36;6;6;2026;11;36;121,7;2,496;299,1;0,98;59,09;308400;0;0,982;76,1;0,63;59,09;206130;121,5;4,625;496,4;0,88;59,21;265780;0;1,758;193,2;0,9;59,21;0
25,657228;-100,291879;6/6/2026 12:51;6;6;2026;12;51;121,6;2,512;300,3;0,98;59,04;308770;0;0,969;75,2;0,63;59,04;206220;122;8,933;1041,4;0,95;59,18;266380;0;1,778;196;0,9;59,18;0
25,657228;-100,291879;6/6/2026 14:09;6;6;2026;14;9;119,8;2,709;309,6;0,95;59,07;309150;0;0,941;63,3;0,56;59,07;206300;119,7;6,467;709,4;0,91;59,23;267570;0;1,892;207,3;0,91;59,23;0
25,657228;-100,291879;6/6/2026 15:31;6;6;2026;15;31;120,4;2,574;305,4;0,98;59,07;309570;0;0,909;51;0,46;59,07;206380;120,4;5,862;614,2;0,86;59,21;268530;0;0;0;1;59,21;0
25,657228;-100,291879;6/6/2026 16:41;6;6;2026;16;41;121,1;1,583;188,4;0,98;59,1;309820;0;0,785;32,8;0,34;59,1;206430;121;4,696;521,1;0,91;59,23;269190;0;0;0;1;59,23;0
25,657228;-100,291879;6/6/2026 18:04;6;6;2026;18;4;119,9;1,842;216,4;0,97;59,1;310100;0;0,895;49,2;0,45;59,1;206480;119,9;2,517;292;0,96;59,24;270060;0;0,245;6,9;0,23;59,24;0
25,657228;-100,291879;6/6/2026 22:59;6;6;2026;22;59;121,8;2,393;280,4;0,96;59,1;311380;0;2,028;197,1;0,79;59,1;206860;121,7;5,333;609,9;0,93;59,23;271580;0;0;0;1;59,23;0
25,657228;-100,291879;7/6/2026 2:27;7;6;2026;2;27;121,6;3,331;391,5;0,96;59,07;313110;0;1,585;156,1;0,8;59,07;208030;121,5;9,859;1183,7;0,98;59,2;273640;0;5,291;616;0,95;59,2;0
25,657228;-100,291879;7/6/2026 4:55;7;6;2026;4;55;124,9;2,466;299,2;0,97;59,1;314380;0;1,38;145,8;0,84;59,1;208820;124,6;5,305;629,7;0,95;59,21;275640;0;1,975;226,4;0,91;59,21;0
25,657228;-100,291879;7/6/2026 6:21;7;6;2026;6;21;125,4;2,85;336,5;0,94;59,04;315190;0;1,854;193,8;0,83;59,04;209420;125,3;4,557;538,7;0,94;59,2;276450;0;1,116;119,5;0,85;59,2;0
25,657228;-100,291879;7/6/2026 8:31;7;6;2026;8;31;123,5;2,04;250,4;0,99;59,07;316330;0;1,07;109,1;0,82;59,07;210260;123,3;4,51;513,9;0,92;59,16;277620;0;1,135;119;0,84;59,16;0
25,657228;-100,291879;7/6/2026 9:57;7;6;2026;9;57;123,4;5,037;595,1;0,95;59,04;316920;0;4,197;457,7;0,88;59,04;210650;123,2;5,306;571,6;0,87;59,16;278400;0;1,474;94,5;0,52;59,16;0
25,657228;-100,291879;7/6/2026 11:23;7;6;2026;11;23;123,9;5,099;605,5;0,95;59,12;317530;0;4,893;548,8;0,9;59,12;211130;123,8;5,102;537,4;0,84;59,24;279290;0;1,841;120,1;0,52;59,24;0
25,657228;-100,291879;7/6/2026 12:53;7;6;2026;12;53;122,8;2,508;301,3;0,97;59,12;318120;0;0,797;37;0,37;59,12;211510;122,8;9,432;1118,2;0,96;59,26;280520;0;1,777;197,6;0,9;59,26;0
25,657228;-100,291879;7/6/2026 14:12;7;6;2026;14;12;122,6;1,543;186,3;0,98;59,1;318420;0;0,796;36,4;0,37;59,1;211560;122,6;2,634;269,7;0,83;59,23;281090;0;0;0;1;59,23;0
25,657228;-100,291879;7/6/2026 15:39;7;6;2026;15;39;121,7;2,593;304,3;0,96;59,09;318750;0;0,706;25;0,29;59,09;211600;121,5;5,167;565;0,89;59,21;281890;0;0;0;1;59,21;0
25,657228;-100,291879;7/6/2026 16:45;7;6;2026;16;45;121,3;2,682;314,2;0,96;59,1;319090;0;0,707;25,2;0,29;59,1;211630;121,2;4,838;507,8;0,86;59,2;282460;0;0;0;1;59,2;0
25,657228;-100,291879;7/6/2026 18:09;7;6;2026;18;9;122,2;2,451;291,9;0,97;59,1;319490;0;0,702;25,2;0,29;59,1;211660;122;2,863;290,1;0,82;59,24;283060;0;0;0;1;59,24;0
25,657228;-100,291879;7/6/2026 23:04;7;6;2026;23;4;120,9;6,383;760,6;0,98;59,07;321260;0;4,523;529,6;0,96;59,07;212630;120,8;4,094;414,4;0,83;59,23;285230;0;0;0;1;59,23;0
25,657228;-100,291879;8/6/2026 3:57;8;6;2026;3;57;122,4;5,708;674,9;0,96;59,07;324250;0;4,668;520,3;0,9;59,07;214890;122,4;2,774;282;0,82;59,21;287180;0;0;0;1;59,21;0
25,657228;-100,291879;8/6/2026 8:16;8;6;2026;8;16;120,8;1,773;212,3;0,98;59,09;326220;0;0,633;28,8;0,37;59,09;216170;120,7;2,445;240,3;0,81;59,24;288360;0;0;0;1;59,24;0
25,657228;-100,291879;8/6/2026 11:31;8;6;2026;11;31;120,6;1,678;199;0,98;59,1;327460;0;0,637;8,6;0,11;59,1;216880;120,5;3,166;266,5;0,69;59,21;289200;0;0;0;1;59,21;0
25,657228;-100,291879;8/6/2026 13:50;8;6;2026;13;50;119;2,07;240,9;0,97;59,04;327880;0;0,617;8,4;0,11;59,04;216900;119;1,803;127;0,59;59,2;289480;0;0;0;1;59,2;0
25,657228;-100,291879;8/6/2026 15:50;8;6;2026;15;50;119,7;2,339;266;0,94;59,1;328470;0;1,391;108,2;0,64;59,1;217030;119,5;2,205;193,8;0,73;59,21;289810;0;0;0;1;59,21;0
25,657228;-100,291879;8/6/2026 17:12;8;6;2026;17;12;120,2;1,707;202,1;0,98;59,12;328820;0;0,913;49,3;0,44;59,12;217170;120,1;1,875;145,3;0,64;59,24;290100;0;0;0;1;59,24;0
25,657228;-100,291879;8/6/2026 18:17;8;6;2026;18;17;121,3;1,644;196,3;0,98;59,09;329040;0;0,92;49,9;0,44;59,09;217220;121,3;1,793;130,2;0,59;59,23;290210;0;0;0;1;59,23;0
25,657228;-100,291879;8/6/2026 22:40;8;6;2026;22;40;122,2;2,67;309,6;0,94;59,02;330450;0;1,92;197,7;0,84;59,02;218130;122,1;3,121;348,1;0,91;59,16;291400;0;0;0;1;59,16;0
25,657228;-100,291879;9/6/2026 2:22;9;6;2026;2;22;123,4;2,833;335,4;0,95;59,07;331630;0;1,592;162,3;0,82;59,07;218830;123,7;2,413;260,7;0,87;59,2;292510;0;0;0;1;59,2;0
25,657228;-100,291879;9/6/2026 5:43;9;6;2026;5;43;123,8;5,147;611,9;0,95;59,06;333360;0;4,205;463,5;0,88;59,06;220140;123,7;2,418;260;0,86;59,21;293390;0;0;0;1;59,21;0
25,657228;-100,291879;9/6/2026 8:52;9;6;2026;8;52;122,1;1,923;223,5;0,94;59,1;334430;0;0,631;31;0,4;59,1;220700;122,5;6,865;727,4;0,86;59,21;294140;0;0;0;1;59,21;0
25,657228;-100,291879;9/6/2026 11:24;9;6;2026;11;24;120,6;1,685;201,6;0,99;59,1;335360;0;0,554;16,3;0,24;59,1;221210;120,5;2,505;208,9;0,69;59,23;294770;0;0;0;1;59,23;0
25,657228;-100,291879;9/6/2026 13:37;9;6;2026;13;37;118,1;2,027;233,1;0,97;59,09;336010;0;0,761;31,1;0,34;59,09;221440;118,1;2,839;292,7;0,86;59,21;295380;0;0;0;1;59,21;0
25,657228;-100,291879;9/6/2026 15:23;9;6;2026;15;23;119;2,074;229,5;0,92;59,09;336390;0;1,318;100,5;0,64;59,09;221570;118,6;2,197;177,8;0,68;59,2;295800;0;0;0;1;59,2;0
25,657228;-100,291879;9/6/2026 17:04;9;6;2026;17;4;116;1,756;200,5;0,98;59,12;336750;0;0,761;31,7;0,35;59,12;221750;116;1,641;113,2;0,59;59,26;296090;0;0;0;1;59,26;0
25,657228;-100,291879;9/6/2026 19:34;9;6;2026;19;34;119,7;1,633;191,8;0,97;59,09;337240;0;0,936;62,6;0,55;59,09;221910;119,4;4,64;470,5;0,84;59,23;296610;0;0,598;39;0,54;59,23;0
25,657228;-100,291879;10/6/2026 0:05;10;6;2026;0;5;119,4;5,3;627,7;0,99;59,07;339410;0;4,428;506,8;0,95;59,07;223680;119,4;3,361;358,6;0,89;59,21;298640;0;0;0;1;59,21;0
25,657228;-100,291879;10/6/2026 4:36;10;6;2026;4;36;123,6;2,571;314;0,98;59,07;342070;0;1,991;216,6;0,88;59,07;225870;123,4;2,393;261,1;0,88;59,2;299940;0;0;0;1;59,2;0
25,657228;-100,291879;10/6/2026 7:58;10;6;2026;7;58;121,3;5,074;586,6;0,95;59,06;343800;0;3,842;407,7;0,87;59,06;227120;121,2;8,517;1014,6;0,98;59,2;300800;0;0;0;1;59,2;0
25,657228;-100,291879;10/6/2026 11:27;10;6;2026;11;27;118,9;1,887;213,6;0,95;59,12;345380;0;0,581;22,2;0,32;59,12;228090;118,7;1,855;138,1;0,62;59,24;301160;0;0;0;1;59,24;0
25,657228;-100,291879;10/6/2026 13:56;10;6;2026;13;56;117,1;1,725;198,6;0,98;59,07;346000;0;0,611;8,6;0,12;59,07;228280;116,9;1,525;169,6;0,95;59,21;301610;0;0;0;1;59,21;0
25,657228;-100,291879;10/6/2026 16:05;10;6;2026;16;5;115,2;1,87;211;0,97;59,09;346470;0;1,226;89,3;0,63;59,09;228440;115,1;2,917;292,1;0,86;59,21;301960;0;0;0;1;59,21;0
25,657228;-100,291879;10/6/2026 17:51;10;6;2026;17;51;117,2;1,871;214,6;0,97;59,07;346820;0;1,195;111,3;0,79;59,07;228580;117,1;3,212;327,3;0,86;59,2;302480;0;0;0;1;59,2;0
25,657228;-100,291879;10/6/2026 22:01;10;6;2026;22;1;117,4;7,262;850,3;0,99;59,1;347990;0;7,001;806,3;0,98;59,1;229300;117,4;2,865;283,9;0,84;59,24;303370;0;0;0;1;59,24;0
25,657228;-100,291879;11/6/2026 2:56;11;6;2026;2;56;120,9;3,394;406,8;0,98;59,09;351920;0;2,763;304,8;0,91;59,09;232710;120,8;2,389;252,5;0,87;59,23;304910;0;0;0;1;59,23;0
25,657228;-100,291879;11/6/2026 6:48;11;6;2026;6;48;122,1;4,966;578,4;0,95;59,04;354340;0;4,043;430,1;0,87;59,04;234680;122;1,233;134,9;0,89;59,2;305800;0;0;0;1;59,2;0
25,657228;-100,291879;11/6/2026 10:55;11;6;2026;10;55;119,5;5,329;607,8;0,95;59,1;356310;0;4,036;425,6;0,88;59,1;235910;119,5;2,738;282,8;0,86;59,24;306850;0;0;0;1;59,24;0
25,657228;-100,291879;11/6/2026 13:36;11;6;2026;13;36;119,3;1,776;205,8;0,97;59,07;357220;0;0,618;9,2;0,12;59,07;236350;119;3,151;315,6;0,84;59,2;307680;0;0;0;1;59,2;0
25,657228;-100,291879;11/6/2026 15:37;11;6;2026;15;37;116,1;1,877;213,1;0,97;59,12;357730;0;2,026;192,1;0,81;59,12;236540;116,1;1,814;128,5;0,6;59,21;308090;0;0;0;1;59,21;0
25,657228;-100,291879;11/6/2026 17:10;11;6;2026;17;10;116,8;1,859;212,2;0,97;59,12;358040;0;1,401;129,5;0,79;59,12;236810;116,6;1,005;98,7;0,84;59,24;308480;0;0;0;1;59,24;0
25,657228;-100,291879;11/6/2026 19:41;11;6;2026;19;41;117,1;6,216;704,9;0,96;59,12;358690;0;5,765;622,2;0,92;59,12;237090;117;2,166;167;0,65;59,24;309060;0;0;0;1;59,24;0
25,657228;-100,291879;12/6/2026 0:42;12;6;2026;0;42;120;5,194;616,7;0,99;59,09;361790;0;4,232;486;0,95;59,09;239540;119,7;2,825;289,3;0,85;59,16;310530;0;0;0;1;59,16;0
25,657228;-100,291879;12/6/2026 5:02;12;6;2026;5;2;122,8;6,194;737,7;0,96;59,1;364800;0;5,19;587,8;0,92;59,1;242060;122,7;2,928;304,1;0,84;59,2;311680;0;0;0;1;59,2;0
25,657228;-100,291879;12/6/2026 8:17;12;6;2026;8;17;120,1;5,074;581,9;0,95;59,09;366570;0;3,805;399;0,87;59,09;243310;119,9;1,613;116,3;0,6;59,2;312360;0;0;0;1;59,2;0
25,657228;-100,291879;12/6/2026 11:18;12;6;2026;11;18;118,8;5,359;609,9;0,95;59,1;368030;0;4,011;422,5;0,88;59,1;244220;118,8;3,009;297,2;0,83;59,23;312940;0;0;0;1;59,23;0
25,657228;-100,291879;12/6/2026 13:26;12;6;2026;13;26;118,1;2,009;231,1;0,97;59,1;368820;0;0,974;54,2;0,47;59,1;244650;117,9;3,263;326,1;0,84;59,24;313630;0;0;0;1;59,24;0
25,657228;-100,291879;12/6/2026 15:19;12;6;2026;15;19;117,1;1,688;194,5;0,98;59,1;369230;0;2,168;223,4;0,87;59,1;244900;117,3;3,858;413,6;0,91;59,23;314360;0;0;0;1;59,23;0
25,657228;-100,291879;12/6/2026 16:51;12;6;2026;16;51;114,5;1,79;191,3;0,93;59,09;369530;0;0,754;31,1;0,36;59,09;244980;114,5;2,635;245,1;0,81;59,21;314970;0;0;0;1;59,21;0
25,657228;-100,291879;12/6/2026 18:20;12;6;2026;18;20;117;1,74;200,7;0,98;59,07;369820;0;0,755;32;0,36;59,07;245030;117;2,677;250,1;0,79;59,2;315340;0;0,24;7,2;0,25;59,2;0
25,657228;-100,291879;12/6/2026 22:56;12;6;2026;22;56;117,9;1,826;210,8;0,97;59,06;370840;0;2,049;201,9;0,83;59,06;245600;117,8;11,286;1264,7;0,94;59,21;318460;0;5,936;674,5;0,96;59,21;0
25,657228;-100,291879;13/6/2026 2:22;13;6;2026;2;22;120,7;4,296;513,1;0,98;59,06;372910;0;3,287;372,7;0,93;59,06;247400;120,6;7,105;821;0,95;59,2;322010;0;3,179;362,7;0,94;59,2;0
25,657228;-100,291879;13/6/2026 5:00;13;6;2026;5;0;123,9;5,041;598,4;0,95;59,07;374420;0;4,116;448,3;0,87;59,07;248570;123,7;5,661;665,5;0,94;59,21;323870;0;1,959;224,1;0,92;59,21;0
25,657228;-100,291879;13/6/2026 6:59;13;6;2026;6;59;122,9;5,092;598,3;0,95;59,09;375380;0;4,103;441,3;0,87;59,09;249230;122,9;5,375;625,3;0,94;59,23;325160;0;1,996;226,6;0,92;59,23;0
25,657228;-100,291879;13/6/2026 9:05;13;6;2026;9;5;122;3,218;388,6;0,98;59,02;376760;0;2,137;239,3;0,91;59,02;250320;121,9;4,412;482,8;0,89;59,15;326390;0;1,839;205,6;0,91;59,15;0
25,657228;-100,291879;13/6/2026 10:51;13;6;2026;10;51;120,6;5,585;648,1;0,96;59,07;377890;0;4,569;500,1;0,9;59,07;251200;120,5;2,543;248,2;0,8;59,2;327070;0;0;0;1;59,2;0
25,657228;-100,291879;13/6/2026 12:08;13;6;2026;12;8;121,8;5,473;640,7;0,96;59,1;378610;0;4,164;456,7;0,9;59,1;251700;121,7;2,953;295,3;0,82;59,23;327400;0;0;0;1;59,23;0
25,657228;-100,291879;13/6/2026 13:56;13;6;2026;13;56;120;2,127;249,5;0,97;59,09;379190;0;1,257;96,6;0,63;59,09;252020;119,6;2,923;288,4;0,82;59,2;328050;0;0;0;1;59,2;0
25,657228;-100,291879;13/6/2026 15:20;13;6;2026;15;20;117,7;1,829;212,4;0,98;59,12;379520;0;1,239;91,6;0,62;59,12;252160;117,5;2,657;254,9;0,81;59,23;328510;0;0;0;1;59,23;0
25,657228;-100,291879;13/6/2026 16:34;13;6;2026;16;34;118,4;1,824;212,8;0,98;59,13;379770;0;1,25;93,1;0,62;59,13;252270;118,2;2,652;258,2;0,82;59,26;328890;0;0;0;1;59,26;0
25,657228;-100,291879;13/6/2026 17:44;13;6;2026;17;44;119;1,94;226,5;0,97;59,12;380100;0;1,242;93,7;0,63;59,12;252380;118,8;3,875;423,2;0,91;59,23;329330;0;0;0;1;59,23;0
25,657228;-100,291879;13/6/2026 22:08;13;6;2026;22;8;120,6;1,777;211,4;0,98;59,06;381030;0;0,854;31,3;0,3;59,06;252740;120,5;3,322;357,7;0,89;59,2;330850;0;0,243;6,5;0,22;59,2;0
25,657228;-100,291879;14/6/2026 2:29;14;6;2026;2;29;121,3;7,552;891,7;0,97;59,1;383620;0;6,776;766,2;0,93;59,1;254940;121,2;7,423;868,8;0,96;59,23;334620;0;3,701;426,4;0,95;59,23;0
25,657228;-100,291879;14/6/2026 5:16;14;6;2026;5;16;123,2;6,109;727,5;0,96;59,06;385530;0;5,011;567,8;0,91;59,06;256410;123;5,07;589,4;0,94;59,18;336660;0;1,966;224,1;0,92;59,18;0
25,657228;-100,291879;14/6/2026 7:08;14;6;2026;7;8;123,9;6,004;718,5;0,96;59,04;386660;0;4,932;561,2;0,91;59,04;257240;123,7;4,202;483;0,92;59,16;337680;0;1,726;195,9;0,91;59,16;0
25,657228;-100,291879;14/6/2026 9:20;14;6;2026;9;20;123,4;5,273;625,2;0,95;59,09;387880;0;4,237;462,5;0,88;59,09;258130;123,3;4,335;487,5;0,91;59,23;339000;0;2,093;239,6;0,92;59,23;0
